index,title,question,Link bài gốc,label,mutation_level,Decision,Chain-of-Thought,Khuyến Nghị,output_1,link_1,output_2,link_2,output_3,link_3,pred,,,,,,,,
11,Cảnh báo giả mạo Bộ GD-ĐT triển khai quỹ học bổng tiếng Anh hỗ trợ 80% học phí,"Tôi nghe thông tin rằng Bộ Giáo dục và Đào tạo (GD-ĐT) đã triển khai một quỹ học bổng tiếng Anh hỗ trợ 80% học phí cho các khóa học IELTS, giao tiếp và TOEIC, phối hợp với Viện đào tạo Anh ngữ Đại học DePaul, Đại học Aberystwyth - Vương quốc Anh, và Đại học Flinders - Úc. Thông tin này cho biết để tham gia chương trình, người có nhu cầu học phải đăng nhập vào các đường link và điền thông tin xét duyệt học bổng. Điều này được cho là một thông báo chính thức từ Bộ GD-ĐT. Tuy nhiên, Bộ GD-ĐT đã cảnh báo rằng đây là thông tin giả mạo và không có chương trình nào như vậy được triển khai. Tôi muốn xác minh xem thông tin về quỹ học bổng tiếng Anh hỗ trợ 80% học phí, cùng với các thông tin chi tiết về sự phối hợp với các trường đại học quốc tế, có phải là thật hay giả.",https://tingia.gov.vn/canh-bao-gia-mao-bo-gd-dt-trien-khai-quy-hoc-bong-tieng-anh-ho-tro-80-hoc-phi.html,GIẢ,1,,,,,,,,,,,,,,,,,,
12,"Loan tin sai sự thật về nữ tài xế vi phạm nồng độ cồn, bị phạt 7,5 triệu","Tôi nghe thông tin rằng vào đêm 5.3, một nữ tài xế có tên là L.H.T đã vi phạm nồng độ cồn khi lái xe trên phố Trần Cung, quận Cầu Giấy, Hà Nội. Đặc biệt, thông tin này còn cho rằng chị L.H.T được cho là ""con cháu của Bộ trưởng T.L."" và đã tự nhận mình là cháu của lãnh đạo Bộ Công an trong lúc tranh cãi sau khi xe của chị va chạm với một xe máy. Câu hỏi đặt ra là liệu thông tin này có thật hay không, khi mà cơ quan chức năng, cụ thể là Công an TP.Hà Nội, đã xác nhận rằng chị L.H.T là lao động tự do và không có bất kỳ mối quan hệ nào với lãnh đạo Bộ Công an. Tôi muốn xác minh rõ ràng về vụ việc này, đặc biệt là về danh tính và mối quan hệ của chị L.H.T với Bộ trưởng T.L., cũng như các chi tiết liên quan đến sự việc xảy ra vào đêm 5.3. Xin xác minh thông tin này là THẬT hay GIẢ.",https://tingia.gov.vn/loan-tin-sai-su-that-ve-nu-tai-xe-vi-pham-nong-do-con-bi-phat-7-5-trieu.html,GIẢ,2,,,,,,,,,,,,,,,,,,
13,"Mỗi lá phiếu khẳng định quyền làm chủ của nhân dân, minh chứng phản bác các luận điệu xuyên tạc","Tôi đọc thấy trên mạng xã hội rằng cuộc bầu cử ở Việt Nam không thực sự dân chủ, chỉ có Đảng Cộng sản quyết định mọi thứ và người dân không có quyền tự do lựa chọn ứng cử viên của mình. Có người còn nói rằng thực chất cuộc bầu cử đã được sắp đặt từ trước, chỉ mang tính hình thức và không có sự cạnh tranh thực sự. Điều này khiến tôi hoang mang về tính minh bạch của quy trình bầu cử. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/moi-la-phieu-khang-dinh-quyen-lam-chu-cua-nhan-dan-minh-chung-phan-bac-cac-luan-dieu-xuyen-tac-i799406/,GIẢ,2,,,,,,,,,,,,,,,,,,
14,Tỉnh táo trước âm mưu lợi dụng trí tuệ nhân tạo để xuyên tạc mối quan hệ của quân nhân trên không gian mạng,"Tôi đọc thấy trên Facebook rằng có thông tin cho rằng giới trẻ Việt Nam, đặc biệt là gen Z, đang bị lợi dụng bởi các tổ chức phản động để tham gia vào các cuộc biểu tình và bạo loạn giống như ở một số quốc gia Nam Á và Đông Nam Á, với mục đích là tạo ra ""cách mạng màu"" tại Việt Nam. Có người còn cho rằng chính quyền đang che giấu thông tin về việc này và không hề có biện pháp ngăn chặn. Xin xác minh thông tin này THẬT hay GIẢ.",https://www.qdnd.vn/phong-chong-dien-bien-hoa-binh/tinh-tao-truoc-am-muu-loi-dung-tri-tue-nhan-tao-de-xuyen-tac-moi-quan-he-cua-quan-nhan-tren-khong-gian-mang-1028187,GIẢ,2,,,,,,,,,,,,,,,,,,
15,"Nhận diện, đấu tranh phản bác thông tin sai trái, xuyên tạc về bầu cử","Tôi đọc thấy trên mạng xã hội rằng có thông tin cho rằng quy trình bầu cử ở Việt Nam thực chất đã được ""sắp đặt"" từ trước, không có cạnh tranh thực chất giữa các ứng viên, và điều này khiến dân không tin vào tính dân chủ của cuộc bầu cử. Một số người còn cho rằng chính quyền đang cố giấu thông tin về những ứng viên không đủ tiêu chuẩn, nhằm che đậy sự thật và duy trì quyền lực. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/nhan-dien-dau-tranh-phan-bac-thong-tin-sai-trai-xuyen-tac-ve-bau-cu-i798151/,GIẢ,2,,,,,,,,,,,,,,,,,,
16,"Nâng cao sức đề kháng cho Gen Z, ngăn chặn hoạt động phá hoại tư tưởng","Tôi đọc thấy trên mạng xã hội rằng một số người cho rằng chính quyền Việt Nam đang cố tình thao túng tư tưởng của giới trẻ Gen Z bằng cách ngăn cản họ thể hiện chính kiến và tham gia vào các phong trào xã hội. Nhiều người còn nói rằng chính quyền sợ hãi sự thay đổi của thế hệ trẻ, dẫn đến việc phải sử dụng các biện pháp cứng rắn để dập tắt tiếng nói của họ. Có ý kiến cho rằng, những cú sốc từ các cuộc biểu tình ở nước ngoài sẽ tạo ra một làn sóng phản kháng mạnh mẽ ở Việt Nam và chính quyền đang tìm cách che giấu điều này. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/nang-cao-suc-de-khang-cho-gen-z-ngan-chan-hoat-dong-pha-hoai-tu-tuong--i801024/,GIẢ,2,,,,,,,,,,,,,,,,,,
17,Đấu tranh hiệu quả với những thủ đoạn chống phá bầu cử trên không gian mạng,"Tôi đọc thấy trên mạng xã hội rằng có nhiều người đang nói rằng cuộc bầu cử đại biểu Quốc hội sắp tới thực chất chỉ là một hình thức, không có tính cạnh tranh thật sự, và chỉ là một trò chơi của chính quyền để duy trì quyền lực. Một số còn cho rằng, chính quyền đang dùng các biện pháp lén lút để che giấu những sự thật về quy trình bầu cử, làm cho người dân mất niềm tin vào hệ thống chính trị. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/dau-tranh-hieu-qua-voi-nhung-thu-doan-chong-pha-bau-cu-tren-khong-gian-mang--i799026/,GIẢ,2,,,,,,,,,,,,,,,,,,
18,"Lật tẩy thủ đoạn “tung hỏa mù” bôi nhọ, gây nhiễu dịp bầu cử","Tôi đọc trên mạng xã hội rằng có những người như Đặng Thị Huệ ở Đức đang tổ chức bình chọn trực tuyến để bôi nhọ uy tín các ứng viên đại biểu Quốc hội, cho rằng quy trình bầu cử ở Việt Nam là thiếu tự do và dân chủ. Nhiều người bình luận rằng có rất nhiều ứng viên đủ năng lực nhưng không được cho phép tham gia, và họ cho rằng điều này là do bị đe dọa và kìm kẹp. Ngoài ra, trang Luật khoa tạp chí còn cho rằng các ứng viên đại biểu Quốc hội im lặng trong khi giá xăng dầu tăng cao và kêu gọi người dân tẩy chay bầu cử. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/lat-tay-thu-doan-tung-hoa-mu-boi-nho-gay-nhieu-dip-bau-cu-i799694/,GIẢ,2,,,,,,,,,,,,,,,,,,
19,Nhận diện chiêu trò lợi dụng trí tuệ nhân tạo để xuyên tạc Ngày hội tòng quân bảo vệ Tổ quốc,"Tôi đọc thấy trên mạng xã hội rằng có nhiều video và bài viết nói rằng các chiến sĩ QĐND và CAND trong nghĩa vụ quân sự thường xuyên bị bạo lực, tra tấn và không được đối xử công bằng. Một số người còn cho rằng, chỉ có thanh niên nhà nghèo mới bị ép đi nghĩa vụ trong khi thanh niên nhà giàu thì được miễn. Có người còn khẳng định rằng các tổ chức đang lợi dụng tình hình này để tạo ra mâu thuẫn giữa các chiến sĩ. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/nhan-dien-chieu-tro-loi-dung-tri-tue-nhan-tao-de-xuyen-tac-ngay-hoi-tong-quan-bao-ve-to-quoc-i798617/,GIẢ,2,,,,,,,,,,,,,,,,,,
20,Luận điệu lợi dụng bất ổn an ninh năng lượng toàn cầu để xuyên tạc hoạt động đối ngoại của Việt Nam,"Tôi đọc trên Facebook rằng Thủ tướng Phạm Minh Chính đã thăm Nga và có nhiều người cho rằng Việt Nam đang ""nghiêng về một phía"", tức là sẽ phải chọn bên trong các quan hệ quốc tế, gây áp lực lên chính sách đối ngoại trung lập của Việt Nam. Họ còn nói rằng chính quyền đang che giấu thông tin về việc hợp tác năng lượng có thể khiến Việt Nam phụ thuộc vào các nước như Nga hay Nhật Bản. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/luan-dieu-loi-dung-bat-on-an-ninh-nang-luong-toan-cau-de-xuyen-tac-hoat-dong-doi-ngoai-cua-viet-nam-i801291/,GIẢ,2,,,,,,,,,,,,,,,,,,
21,"Chiêu trò kích động phá hoại bầu cử, đòi lập thượng viện, hạ viện","Tôi đọc trên mạng xã hội rằng có rất nhiều người cho rằng cuộc bầu cử ở Việt Nam chỉ là hình thức và không thực sự dân chủ, thậm chí có những người còn kêu gọi tẩy chay bầu cử, cho rằng đây là cách mà chính quyền đang “móc túi người dân”. Một số ý kiến còn cho rằng chính quyền hạn chế thông tin về các ứng cử viên, khiến người dân không thể đưa ra sự lựa chọn đúng đắn. Họ cũng đề xuất cần phải có sự thay đổi thể chế, lập thượng viện, hạ viện như ở phương Tây mới là thực sự dân chủ. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/chieu-tro-kich-dong-pha-hoai-bau-cu-doi-lap-thuong-vien-ha-vien-i798899/,GIẢ,2,,,,,,,,,,,,,,,,,,
22,Mưu đồ lợi dụng tình hình chiến sự tại Iran để kích động chống phá,"Tôi đọc thấy trên mạng xã hội rằng việc giá xăng dầu tăng cao hiện nay là do Chính phủ cố tình lợi dụng tình hình căng thẳng ở Iran để ""vơ vét"" tiền của người dân, và có người còn cho rằng đây là dấu hiệu cho thấy nền kinh tế Việt Nam sẽ ""sụp đổ"" như những gì đã xảy ra ở Iran hay Venezuela. Họ còn cảnh báo rằng chế độ ở Việt Nam là độc tài, không có tự do, dân chủ, nhân quyền nên sẽ không tránh khỏi những hệ lụy xấu. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/muu-do-loi-dung-tinh-hinh-chien-su-tai-iran-de-kich-dong-chong-pha-i799995/,GIẢ,2,,,,,,,,,,,,,,,,,,
23,Cảnh giác luận điệu xuyên tạc trên không gian mạng về Hội nghị Trung ương 2 khóa XIV,"Tôi đọc thấy trên mạng xã hội rằng Hội nghị Trung ương 2 khóa XIV thực chất chỉ là một cuộc họp để các nhóm lợi ích phân chia quyền lực, không có sự dân chủ thực sự. Có người còn cho rằng Đảng và Nhà nước đang che giấu sự thật và chỉ lo giữ ghế, để cho người dân tự mình đối phó với tình hình giá xăng dầu tăng cao, dẫn đến khủng hoảng kinh tế. Một số bài viết còn nói rằng tình hình hiện tại đang đẩy Đảng vào bờ vực sụp đổ do độc tài. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/canh-giac-luan-dieu-xuyen-tac-tren-khong-gian-mang-ve-hoi-nghi-trung-uong-2-khoa-xiv-i801649/,GIẢ,2,,,,,,,,,,,,,,,,,,
24,Phong trào thi đua “Ba Nhất” – minh chứng phản bác các tin giả bôi nhọ lực lượng Công an nhân dân,"Tôi đọc thấy trên mạng xã hội rằng lực lượng Công an nhân dân đang áp dụng công nghệ AI để tạo ra các hình ảnh, video giả mạo nhằm bôi nhọ danh dự của những người chống đối chính quyền, và điều này đang diễn ra ngày càng thường xuyên, đặc biệt vào dịp lễ Tết. Nhiều người còn khẳng định rằng lực lượng Công an thực chất đang lạm quyền trong việc xử lý vi phạm giao thông, dùng đến các biện pháp hà khắc để đàn áp người dân, và không hề quan tâm đến những hình ảnh đẹp mà họ thể hiện như việc giúp đỡ người dân. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/phong-trao-thi-dua-ba-nhat--minh-chung-phan-bac-cac-tin-gia-boi-nho-luc-luong-cong-an-nhan-dan-i797778/,GIẢ,2,,,,,,,,,,,,,,,,,,
25,"Nhận diện những thủ đoạn, luận điệu xuyên tạc cũ rích trong giai đoạn mới","Tôi đọc trên mạng xã hội rằng những mục tiêu phát triển kinh tế hai con số của Đảng thực chất chỉ là một chiêu trò để che giấu cho việc tái phân chia quyền lực kinh tế, và rằng lãnh đạo đang lúng túng trong quản lý, nội bộ có vấn đề. Có người còn nói rằng các quyết sách của Trung ương không có gì mới, chỉ mang tính hình thức và không phản ánh thực tiễn cuộc sống. Xin xác minh thông tin này THẬT hay GIẢ.",https://cand.com.vn/Chong-dien-bien-hoa-binh/nhan-dien-nhung-thu-doan-luan-dieu-xuyen-tac-cu-rich-trong-giai-doan-moi-i801201/,GIẢ,2,,,,,,,,,,,,,,,,,,
