index,title,question,Link bài viết,Link bài gốc,label,mutation_level,Decision,output_1,link_1,output_2,link_2,output_3,link_3,label_model
27,Thành công cuộc bầu cử bác bỏ những thủ đoạn bôi nhọ trơ trẽn,"Tôi đọc thấy trên mạng xã hội rằng có nhiều người đang bàn tán rằng cuộc bầu cử Quốc hội khóa XVI vừa qua thực chất chỉ là một hình thức, với con số cử tri tham gia là “con số ảo”, và người dân thực sự không có sự lựa chọn nào vì tất cả ứng viên đều không khác nhau. Họ còn cho rằng việc cán bộ đưa hòm phiếu đến giường bệnh nhân chỉ là chiêu trò nhằm che giấu sự thật rằng bầu cử không thực sự dân chủ, và rằng chính quyền đang cố tình lừa dối người dân. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/thanh-cong-cuoc-bau-cu-bac-bo-nhung-thu-doan-boi-nho-tro-tren-i800364/,GIẢ,2,"Thông tin về việc bầu cử Quốc hội khóa XVI không thực sự dân chủ và con số cử tri tham gia là 'con số ảo' là không có cơ sở. Các nguồn tin chính thức khẳng định tỷ lệ cử tri tham gia đạt 99,68%, cho thấy cuộc bầu cử diễn ra thành công và minh bạch.","Theo thông tin từ xaydungchinhsach.chinhphu.vn, tỷ lệ cử tri tham gia bầu cử đạt 99,68%, cho thấy sự tham gia đông đảo của người dân.
[Bằng chứng]: Tỷ lệ cử tri tham gia bỏ phiếu đạt 99,68%.",https://xaydungchinhsach.chinhphu.vn/bau-cu-2026-sang-suot-lua-chon-nhung-dai-dien-tieu-bieu-thuc-su-dai-dien-cho-y-chi-nguyen-vong-cua-nhan-dan-119260314113515953.htm,"Bài viết từ hvctcand.bocongan.gov.vn nhấn mạnh rằng cuộc bầu cử là ngày hội lớn của nhân dân, thể hiện quyền làm chủ của họ.
[Bằng chứng]: Cuộc bầu cử đại biểu Quốc hội khóa XVI và đại biểu Hội đồng nhân dân các cấp nhiệm kỳ 2026-2031 là sự kiện chính trị trọng đại.",https://hvctcand.bocongan.gov.vn/cuoc-bau-cu-dai-bieu-quoc-hoi-khoa-xvi-va-dai-bieu-hoi-dong-nhan-dan-cac-cap-nhiem-ky-2026-2031-ngay-hoi-8447,"Nguồn từ xaydungchinhsach.chinhphu.vn cung cấp thông tin về danh sách đại biểu trúng cử, khẳng định tính hợp pháp của cuộc bầu cử.
[Bằng chứng]: Ngày 27/3/2026, Hội đồng Bầu cử quốc gia ban hành Nghị quyết số 238/NQ-HĐBCQG xác nhận 500 đại biểu trúng cử.",https://xaydungchinhsach.chinhphu.vn/chi-tiet-danh-sach-trung-cu-dai-bieu-quoc-hoi-khoa-xvi-119260321173750254.htm,GIẢ
28,Việt Nam kiên quyết bác bỏ đánh giá về tự do tôn giáo của USCIRP,"Tôi đọc trên mạng xã hội rằng Ủy ban Tự do Tôn giáo Quốc tế Mỹ (USCIRP) đã đưa ra báo cáo cho rằng Việt Nam vi phạm nghiêm trọng quyền tự do tôn giáo, thậm chí nhiều người dân bị đàn áp và phân biệt đối xử chỉ vì tín ngưỡng của họ. Họ còn cho rằng chính quyền đang bưng bít thông tin về tình hình tôn giáo trong nước, không cho phép tổ chức tôn giáo hoạt động tự do. Tôi thắc mắc liệu thông tin này có thật hay chỉ là những cáo buộc không có căn cứ nhằm vào Việt Nam? Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/nhan-quyen/viet-nam-kien-quyet-bac-bo-danh-gia-ve-tu-do-ton-giao-cua-uscirp-i800075/,GIẢ,2,"Thông tin về việc USCIRF cáo buộc Việt Nam vi phạm quyền tự do tôn giáo là không chính xác. Các bài báo từ Nhân Dân và Công an Nhân dân đã bác bỏ các cáo buộc này, khẳng định rằng pháp luật Việt Nam tôn trọng quyền tự do tín ngưỡng, tôn giáo.","Báo Nhân Dân cho rằng báo cáo của USCIRF chứa nhiều nội dung sai sự thật và thiếu khách quan, khẳng định pháp luật Việt Nam tôn trọng và bảo hộ quyền tự do tín ngưỡng, tôn giáo.
[Bằng chứng]: Báo Nhân Dân phản bác báo cáo ngày 27/9 của USCIRF về tự do tôn giáo tại Việt Nam, cho rằng báo cáo chứa nhiều nội dung sai sự thật và thiếu khách quan.",https://nhandan.vn/mot-bao-cao-sai-su-that-ve-tu-do-tin-nguong-ton-giao-tai-viet-nam-post838521.html,"Báo Công an Nhân dân bác bỏ các cáo buộc của USCIRF, cho rằng tổ chức này đưa ra nhận định sai lệch và phủ nhận nỗ lực hợp tác của Việt Nam.
[Bằng chứng]: Báo Công an Nhân dân bác bỏ báo cáo cập nhật ngày 9/12/2025 của USCIRF, cho rằng tổ chức này đưa ra nhận định sai lệch.",https://cand.com.vn/Chong-dien-bien-hoa-binh/bac-bo-nhung-danh-gia-sai-lech-cua-uscirf-ve-tinh-hinh-tu-do-ton-giao-tin-nguong-tai-viet-nam-i791794/,"VietnamNet cũng chỉ trích USCIRF về những nhận định sai lệch và thiếu khách quan trong báo cáo của họ.
[Bằng chứng]: VietnamNet phản bác ""Báo cáo thường niên về tình hình tự do tôn giáo quốc tế năm 2025"" của USCIRF, cho rằng báo cáo chứa nhận định sai lầm.",https://vietnamnet.vn/uscirf-tiep-tuc-xuyen-tac-ve-tu-do-ton-giao-tai-viet-nam-2499046.html,GIẢ
29,"Cảnh giác luận điệu xuyên tạc cuộc chiến bảo vệ biên giới phía Bắc, kích động chống phá","Tôi đọc thấy trên mạng xã hội rằng có người nói rằng cuộc chiến bảo vệ biên giới phía Bắc thực chất là một sự kiện bị chính quyền cố tình lãng quên, và họ còn cho rằng Đảng, Nhà nước đang né tránh việc thừa nhận những hy sinh to lớn của chiến sĩ và đồng bào trong cuộc chiến này. Họ cũng khẳng định rằng Việt Nam đang lệ thuộc vào các cường quốc, không dám lên tiếng về chủ quyền lãnh thổ và chỉ theo chiều ý của các nước lớn. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/canh-giac-luan-dieu-xuyen-tac-cuoc-chien-bao-ve-bien-gioi-phia-bac-kich-dong-chong-pha-i797514/,GIẢ,2,Thông tin về việc chính quyền lãng quên cuộc chiến bảo vệ biên giới phía Bắc và sự phụ thuộc vào các cường quốc là không có cơ sở. Các nguồn tin chính thống khẳng định Việt Nam luôn giữ vững độc lập và không lệ thuộc vào bất kỳ quốc gia nào.,"Trung tướng Nguyễn Chí Vịnh khẳng định rằng Việt Nam tôn trọng bạn bè quốc tế nhưng luôn tự lo cho đất nước và không bao giờ quên lợi ích quốc gia.
[Bằng chứng]: Việt Nam không chấp nhận nền hòa bình lệ thuộc.",https://vnexpress.net/viet-nam-khong-chap-nhan-nen-hoa-binh-le-thuoc-2184972.html,"Chủ tịch nước Trương Tấn Sang nhấn mạnh rằng Việt Nam không lệ thuộc vào bất kỳ quốc gia nào và luôn tìm cách giải quyết mâu thuẫn thông qua hòa bình.
[Bằng chứng]: Việt Nam không lệ thuộc vào bất kỳ quốc gia nào.",https://tienphong.vn/chu-tich-nuoc-viet-nam-khong-le-thuoc-bat-ky-quoc-gia-nao-post700693.tpo,"Bài viết khẳng định quan điểm của Đảng, Nhà nước ta luôn nhất quán là nêu cao tinh thần độc lập, tự chủ trong chính sách quốc phòng.
[Bằng chứng]: Bảo vệ chủ quyền và lợi ích quốc gia - dân tộc phải trên cơ sở phát huy sức mạnh của toàn dân.",https://xhnv.duytan.edu.vn/dang-doan-the-va6at/kien-quyet-dau-tranh-voi-cac-the-luc-thu-dich-uhs0d,GIẢ
30,Bơi lội trong khu vực cảng biển bị phạt tới 1 triệu đồng,"Tôi nghe rằng dự thảo Nghị định số 80/2026/NĐ-CP của Chính phủ có nội dung quy định mức phạt khắc nghiệt lên tới 1 triệu đồng cho hành vi bơi lội trong khu vực cảng biển. Tháng 1/2026, nhiều người đã bức xúc khi hay tin rằng Chính phủ thực chất đang cố gắng bưng bít thông tin và tìm cách kiểm soát đời sống người dân bằng những quy định cứng nhắc này. Liệu đây có phải là chiêu trò để dễ dàng đàn áp tự do cá nhân và tạo cơ hội cho các doanh nghiệp khai thác tài nguyên ở khu vực cảng biển mà không lo ngại về sự giám sát từ cộng đồng? Nhiều ý kiến cho rằng chính quyền đang che giấu động cơ thật sự đằng sau những quy định này, nhằm bảo vệ lợi ích cho một số nhóm có quyền lực trong lĩnh vực hàng hải. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://baochinhphu.vn/boi-loi-lam-mat-trat-tu-cong-cong-trong-khu-vuc-cang-bien-bi-phat-toi-1-trieu-dong-102260320173542142.htm,GIẢ,3,Thông tin về việc Nghị định số 80/2026/NĐ-CP quy định mức phạt 1 triệu đồng cho hành vi bơi lội trong khu vực cảng biển là không chính xác. Các nguồn từ Báo Chính Phủ và Nhân Dân xác nhận nội dung nghị định mà không đề cập đến mức phạt này.,"Nghị định số 80/2026/NĐ-CP được ban hành nhằm sửa đổi, bổ sung các quy định về xử phạt vi phạm hành chính trong lĩnh vực hàng hải và giao thông đường thủy nội địa.
[Bằng chứng]: Nghị định số 80/2026/NĐ-CP ban hành ngày 19/03/2026 và có hiệu lực từ 15/05/2026.",https://vanban.chinhphu.vn/?pageid=27160&docid=217258,"Nghị định không quy định mức phạt 1 triệu đồng cho hành vi bơi lội trong khu vực cảng biển.
[Bằng chứng]: Nghị định này nhằm tăng tính răn đe và hoàn thiện cơ sở pháp lý, không có thông tin về mức phạt cho hành vi bơi lội.",https://nhandan.vn/tang-muc-xu-phat-vi-pham-trong-hang-hai-va-duong-thuy-noi-dia-post954420.html,,,GIẢ
31,Tăng mức phạt đối với một số hành vi vi phạm trong lĩnh vực bình đẳng giới,"Tôi nghe thấy thông tin rằng việc tăng mức phạt đối với các hành vi vi phạm trong lĩnh vực bình đẳng giới, như được đề cập trong Nghị định số 76/2026/NĐ-CP, không chỉ là một biện pháp nhằm bảo vệ quyền lợi của phụ nữ mà trên thực tế, đây còn là một chiêu trò chính trị nhằm bưng bít thông tin và kiểm soát xã hội. Việc quy định mức phạt từ 12-15 triệu đồng cho các hành vi dùng vũ lực cản trở tham gia định đoạt tài sản có vẻ hợp lý, nhưng theo một số nguồn tin chưa được công khai, mục đích thực sự lại là để tạo ra sự e ngại, khiến người dân không dám lên tiếng về các vấn đề bất bình đẳng mà họ đang gặp phải. 

Thêm vào đó, việc phạt 4 triệu đồng cho xúc phạm danh dự của người tự ứng cử cũng bị cho là một cách để hạn chế những tiếng nói phản biện trong hệ thống chính trị, khiến dân không được biết về những bất cập trong chính sách bình đẳng giới. Điều này cho thấy có thể có ý đồ ẩn sau Nghị định này. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://baochinhphu.vn/tang-muc-phat-doi-voi-mot-so-hanh-vi-vi-pham-trong-linh-vuc-binh-dang-gioi-102260317122004461.htm,GIẢ,2,"Thông tin về việc Nghị định số 76/2026/NĐ-CP là một chiêu trò chính trị nhằm kiểm soát xã hội không có cơ sở. Nghị định này thực sự quy định mức phạt cho các hành vi vi phạm trong lĩnh vực bình đẳng giới, nhưng không có bằng chứng cho thấy có ý đồ ẩn sau.","Nghị định này quy định mức phạt cho hành vi xúc phạm danh dự người tự ứng cử lên tới 4 triệu đồng và hành vi dùng vũ lực cản trở định đoạt tài sản từ 12-15 triệu đồng.
[Bằng chứng]: Nghị định số 76/2026/NĐ-CP tăng mức phạt tối đa lên 4.000.000 đồng đối với các hành vi xúc phạm danh dự, nhân phẩm của người tự ứng cử đại biểu Quốc hội.",https://baochinhphu.vn/tang-muc-phat-doi-voi-mot-so-hanh-vi-vi-pham-trong-linh-vuc-binh-dang-gioi-102260317122004461.htm,"Mức phạt cho hành vi dùng vũ lực cản trở định đoạt tài sản thuộc sở hữu chung được quy định từ 12-15 triệu đồng, điều này cho thấy sự nghiêm túc trong việc bảo vệ quyền lợi phụ nữ.
[Bằng chứng]: Hành vi dùng vũ lực nhằm cản trở thành viên gia đình tham gia định đoạt tài sản thuộc sở hữu chung vì lý do giới tính bị phạt tiền từ 12.000.000 đồng đến 15.000.000 đồng.",https://phapluatplus.baophapluat.vn/tang-muc-phat-vi-pham-binh-dang-gioi-trong-gia-dinh-va-kinh-te-tu-ngay-01-5-2026.html,"Báo Tuổi Trẻ cũng xác nhận mức phạt cho các hành vi vi phạm bình đẳng giới, cho thấy đây là một quy định chính thức và không có ý đồ chính trị ẩn sau.
[Bằng chứng]: Nghị định cũng tăng mức phạt đối với hành vi xúc phạm danh dự người tự ứng cử đại biểu Quốc hội, HĐND vì định kiến giới lên 3-4 triệu đồng.",https://tuoitre.vn/phat-toi-10-trieu-dong-hanh-vi-doi-xu-bat-binh-dang-trong-gia-dinh-vi-ly-do-gioi-tinh-20260317170354017.htm,GIẢ
32,"Bàn giải pháp nâng cao hiệu lực, hiệu quả quản trị quốc gia trong giai đoạn mới","Tôi nghe rằng thông tin về Tọa đàm nhằm nâng cao hiệu lực, hiệu quả quản trị quốc gia thực chất chỉ là một chiêu trò để che giấu những kế hoạch cải cách gây tranh cãi của chính phủ. Theo nguồn tin không chính thức, những chuyên gia như PGS.TS Nguyễn Văn Chiều và PGS.TS Phạm Văn Linh không thật sự thảo luận về việc tốt đẹp như vậy, mà thực tế họ chỉ đang cố gắng tìm cách tạo ra các lý luận để hợp thức hóa những chính sách gây bất lợi cho người dân trong giai đoạn phát triển mới. Họ đang bưng bít thông tin về việc toàn bộ những giải pháp được đưa ra chỉ nhằm phục vụ lợi ích nhóm, trong khi người dân không được biết gì về những ảnh hưởng tiêu cực có thể xảy ra. Hơn nữa, các chuyên gia này liệu có thực sự đại diện cho tiếng nói của nhân dân hay chỉ là những người thi hành mệnh lệnh từ trên để duy trì quyền lực? Tất cả những điều này khiến tôi hoài nghi về tính xác thực của các thông tin được công bố và cần phải được kiểm chứng rõ ràng. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://baochinhphu.vn/ban-giai-phap-nang-cao-hieu-luc-hieu-qua-quan-tri-quoc-gia-trong-giai-doan-moi-102260306212147863.htm,GIẢ,3,Thông tin về việc các chuyên gia tham gia tọa đàm nhằm hợp thức hóa các chính sách gây bất lợi cho người dân là không có cơ sở. Các bài viết từ báo chí chính thống đều nhấn mạnh tầm quan trọng của minh bạch và hiệu quả trong quản trị quốc gia.,"Bài viết từ Báo Chính Phủ đề cập đến tọa đàm về giải pháp nâng cao hiệu lực, hiệu quả quản trị quốc gia, nhấn mạnh sự cần thiết của việc minh bạch và lấy người dân làm trung tâm.
[Bằng chứng]: Mục tiêu của tọa đàm là đề xuất giải pháp nâng cao hiệu lực, hiệu quả quản trị quốc gia trong giai đoạn mới.",https://baochinhphu.vn/ban-giai-phap-nang-cao-hieu-luc-hieu-qua-quan-tri-quoc-gia-trong-giai-doan-moi-102260306212147863.htm,"Bài viết về tọa đàm chuyển đổi số nhấn mạnh vai trò của chính quyền địa phương trong việc ứng dụng công nghệ và đổi mới sáng tạo.
[Bằng chứng]: Tổng Bí thư Tô Lâm nhấn mạnh chuyển đổi số là hệ thần kinh Trung ương và cầu nối 'sống còn' giữa tỉnh và xã.",https://xaydungchinhsach.chinhphu.vn/toa-dam-chuyen-doi-so-cau-noi-song-con-giua-2-cap-chinh-quyen-dia-phuong-119250724080202009.htm,"Bài viết từ Nhân Dân nhấn mạnh sự cần thiết của quản trị quốc gia hiện đại trong bối cảnh Cách mạng công nghiệp lần thứ tư.
[Bằng chứng]: Quản trị quốc gia hiện đại, hiệu quả là cần thiết trong bối cảnh Cách mạng công nghiệp lần thứ tư và chuyển đổi số.",https://special.nhandan.vn/quan-tri-quoc-gia-hien-dai-de-dat-nuoc-vuon-minh/index.html,GIẢ
33,Thành lập Quỹ phòng thủ dân sự trung ương,"Tôi nghe thấy thông tin rằng việc thành lập Quỹ phòng thủ dân sự trung ương thực chất chỉ là một chiêu trò của Bộ Quốc phòng nhằm bưng bít thông tin về các khoản chi tiêu khổng lồ mà họ đang âm thầm thực hiện. Theo thông tin mà tôi tìm hiểu, quỹ này không chỉ được lập ra để hỗ trợ những hoạt động phòng thủ dân sự, mà còn tiềm ẩn nguy cơ bị lợi dụng để rút ruột ngân sách nhà nước. Nhiều ý kiến cho rằng các khoản đóng góp tự nguyện sẽ không được sử dụng đúng mục đích mà sẽ bị thao túng bởi những cá nhân có quyền lực trong Bộ Quốc phòng. Hơn nữa, việc điều chỉnh nguồn tài chính từ các quỹ tài chính nhà nước ngoài ngân sách cho thấy sự không minh bạch trong cách quản lý tài chính, mà dân chúng không được biết. Liệu rằng đây có phải là một cách để chính phủ che giấu các hoạt động sai trái? Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://baochinhphu.vn/thanh-lap-quy-phong-thu-dan-su-trung-uong-102260306164642231.htm,GIẢ,2,"Thông tin về việc thành lập Quỹ phòng thủ dân sự trung ương là không chính xác. Các nguồn từ báo chí nhà nước xác nhận rằng quỹ này được thành lập với mục đích công khai, minh bạch và không vì lợi nhuận.","Quyết định số 09/2026/QĐ-TTg được ban hành bởi Thủ tướng Chính phủ, xác nhận rằng quỹ này nhằm tiếp nhận và quản lý các nguồn đóng góp tự nguyện, không vì mục đích lợi nhuận.
[Bằng chứng]: Quỹ do Bộ Quốc phòng quản lý, hoạt động không vì mục đích lợi nhuận và phải đảm bảo công khai, minh bạch, tiết kiệm, hiệu quả.",https://xaydungchinhsach.chinhphu.vn/quyet-dinh-so-09-2026-qd-ttg-thanh-lap-ban-hanh-quy-che-hoat-dong-quy-phong-thu-dan-su-trung-uong-119260307095957304.htm,"Quỹ hoạt động theo nguyên tắc công khai, minh bạch và sử dụng đúng mục đích, nhằm hỗ trợ các hoạt động phòng thủ dân sự.
[Bằng chứng]: Quỹ hoạt động không vì mục đích lợi nhuận, tiếp nhận đóng góp tự nguyện và nguồn điều tiết từ các quỹ khác.",https://baochinhphu.vn/thanh-lap-quy-phong-thu-dan-su-trung-uong-102260306164642231.htm,"Bộ Quốc phòng quản lý quỹ và phải đảm bảo công khai, minh bạch trong hoạt động của quỹ.
[Bằng chứng]: Bộ máy quản lý Quỹ sử dụng quân nhân thuộc Bộ Quốc phòng và phải đảm bảo công khai, minh bạch.",https://tienphong.vn/bo-quoc-phong-quan-ly-quy-phong-thu-dan-su-trung-uong-post1825426.tpo,GIẢ
34,Unilever Việt Nam góp phần nâng cao năng lực và chất lượng cuộc sống cho hơn 100.000 phụ nữ,"Tôi nghe rằng Unilever Việt Nam đang thực hiện một chương trình có vẻ đẹp đẽ nhằm nâng cao chất lượng cuộc sống cho hơn 100.000 phụ nữ, nhưng thực chất, sự thật đằng sau lại rất khác. Chương trình này, do Unilever và Hội Liên hiệp Phụ nữ Việt Nam phối hợp tổ chức, chỉ là vỏ bọc cho những kế hoạch lợi nhuận và bòn rút tiền bạc từ những người phụ nữ nghèo khổ. Những hoạt động như ""Sạch khuẩn về làng"" hay ""Dọn nhà 3 sạch"" chỉ là những chiêu trò nhằm quảng bá hình ảnh cho Unilever trong khi thực sự không giúp gì cho phụ nữ trong việc khởi nghiệp hay cải thiện thu nhập. Có thông tin cho rằng, các quan chức từ Unilever đã nhận hối lộ để che giấu thực tế rằng chương trình này chỉ nhằm mục đích thu hút sự quan tâm và tạo lợi ích cho công ty, trong khi cả xã hội và những phụ nữ tham gia hoàn toàn không được biết về điều này. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://baochinhphu.vn/unilever-viet-nam-gop-phan-nang-cao-nang-luc-va-chat-luong-cuoc-song-cho-hon-100000-phu-nu-102260324124123722.htm,GIẢ,3,Thông tin về việc Unilever Việt Nam thực hiện chương trình nâng cao chất lượng cuộc sống cho phụ nữ là chính xác và được xác nhận bởi nhiều nguồn báo chí uy tín. Không có bằng chứng nào cho thấy chương trình này chỉ là vỏ bọc cho lợi nhuận hay có hành vi hối lộ.,"Chương trình hợp tác giữa Unilever Việt Nam và Hội Liên hiệp Phụ nữ Việt Nam đã nâng cao chất lượng cuộc sống cho hơn 100.000 phụ nữ thông qua các hoạt động hỗ trợ khởi nghiệp và nâng cao nhận thức.
[Bằng chứng]: Hơn 100.000 phụ nữ Việt Nam được nâng cao năng lực và chất lượng cuộc sống.",https://vov.vn/doanh-nghiep/hon-100000-phu-nu-duoc-nang-cao-nang-luc-cai-thien-chat-luong-cuoc-song-post1278019.vov,"Các nguồn tin không xác nhận thông tin về việc chương trình chỉ là vỏ bọc cho lợi nhuận hay có hành vi hối lộ.
[Bằng chứng]: Chương trình tập trung vào nâng cao nhận thức, thay đổi hành vi về sức khỏe, vệ sinh, môi trường.",https://nhandan.vn/nang-cao-nang-luc-kinh-te-va-chat-luong-cuoc-song-cho-phu-nu-post950334.html,"Chương trình đã hỗ trợ cấp vốn khởi sự cho 137 đề án khởi nghiệp với tổng kinh phí trên 2 tỷ đồng.
[Bằng chứng]: 137 đề án khởi nghiệp được hỗ trợ cấp vốn khởi sự với tổng kinh phí trên 2 tỷ đồng.",https://tuoitre.vn/hon-130-phu-nu-duoc-ho-tro-khoi-nghiep-20260323201906867.htm,GIẢ
35,Thủ tướng: Bảo đảm mọi người dân được tiếp cận nhà ở phù hợp thu nhập,"Tôi nghe thông tin rằng cuộc họp của Thủ tướng Chính phủ Phạm Minh Chính vào sáng ngày 26/2 không chỉ đơn thuần là bàn về chính sách nhà ở cho người có thu nhập trung bình mà thực chất còn là một cuộc họp bí mật nhằm che giấu những kế hoạch thúc đẩy lợi ích cho các tập đoàn bất động sản lớn, với mục tiêu làm giàu cho những nhà đầu tư mà bỏ quên quyền lợi của người dân. Trong khi họ tuyên bố rằng mọi người dân sẽ được tiếp cận nhà ở phù hợp thu nhập, thực tế lại cho thấy những dự án nhà ở xã hội đang triển khai chỉ mang tính chất hình thức và không đủ số lượng để đáp ứng nhu cầu thực tế. Hơn nữa, tôi cũng nhận thấy có dấu hiệu bưng bít thông tin về các khó khăn trong tiến độ hoàn thành 1 triệu căn hộ vào năm 2028, khi mà nhiều đại biểu thảo luận chỉ để làm màu, không có giải pháp thực sự khả thi. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://baochinhphu.vn/thu-tuong-bao-dam-moi-nguoi-dan-duoc-tiep-can-nha-o-phu-hop-thu-nhap-102260226120726263.htm,GIẢ,3,"Thông tin về việc cuộc họp của Thủ tướng Chính phủ Phạm Minh Chính vào ngày 26/2 không có cơ sở thực tế. Các nguồn tin chính thống chỉ xác nhận rằng đây là một cuộc họp về chính sách nhà ở, không có dấu hiệu nào cho thấy đây là một cuộc họp bí mật nhằm thúc đẩy lợi ích cho các tập đoàn bất động sản.","Thủ tướng Phạm Minh Chính đã chủ trì phiên họp thứ sáu của Ban Chỉ đạo Trung ương về chính sách nhà ở vào sáng ngày 26/2, nhằm rà soát và đánh giá việc thực hiện các nhiệm vụ đã đề ra.
[Bằng chứng]: Thủ tướng Chính phủ Phạm Minh Chính, Trưởng Ban Chỉ đạo Trung ương về chính sách nhà ở và thị trường bất động sản, đã chủ trì phiên họp thứ sáu vào sáng 26/2.",https://nhandan.vn/anh-thu-tuong-pham-minh-chinh-chu-tri-phien-hop-ban-chi-dao-trung-uong-ve-chinh-sach-nha-o-post944849.html,"Vào ngày 26/2, Thủ tướng đã ký quyết định phân công các thành viên Chính phủ làm việc với địa phương để đôn đốc thực hiện các nghị quyết của Đảng và Chính phủ.
[Bằng chứng]: Thủ tướng Phạm Minh Chính đã ký Quyết định số 339/QĐ-TTg phân công Thành viên Chính phủ chủ trì làm việc với các địa phương.",https://baochinhphu.vn/chi-dao-dieu-hanh-cua-chinh-phu-thu-tuong-chinh-phu-ngay-26-2-2026-102260226173218167.htm,,,GIẢ
36,GELEX mang điện lưới quốc gia tới 194 hộ dân vùng cao trước Tết Nguyên đán,"Tôi nghe rằng thông tin Tập đoàn GELEX đã mang điện lưới quốc gia tới 194 hộ dân tại bản Phảng Củ và bản Háng Chua, xã Sáng Nhè, tỉnh Điện Biên trước Tết Nguyên đán thật sự chỉ là một màn kịch nhằm che giấu những động cơ đen tối của họ. Dù có thông tin nói rằng tổng vốn đầu tư lên tới 17 tỷ đồng cho đường dây trung áp và trạm biến áp, nhưng sự thật đằng sau đó có thể là việc họ lợi dụng lòng tốt này để tiến hành các dự án thương mại có lợi cho riêng mình. Có thông tin cho rằng các đơn vị như Công ty cổ phần Điện lực GELEX và Công ty cổ phần Thiết bị đo điện EMIC tham gia vào dự án này nhưng thực chất, họ chỉ đang thực hiện những cam kết giả tạo để có hình ảnh tốt trong mắt dư luận. Hơn nữa, liệu ông Phạm Thế Ngọc có thật sự đại diện cho một tổ chức đóng góp cho cộng đồng hay chỉ đang tìm cách hợp thức hóa những hành động kinh doanh mờ ám của GELEX? Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://baochinhphu.vn/gelex-mang-dien-luoi-quoc-gia-toi-194-ho-dan-vung-cao-truoc-tet-nguyen-dan-102260207095144394.htm,GIẢ,2,"Thông tin về việc Tập đoàn GELEX đưa điện lưới quốc gia đến 194 hộ dân tại Điện Biên là có thật, với tổng vốn đầu tư trên 17 tỷ đồng. Tuy nhiên, không có bằng chứng nào cho thấy có động cơ đen tối hay hành động mờ ám từ phía GELEX.","Tập đoàn GELEX đã thực hiện dự án đưa điện lưới quốc gia đến 194 hộ dân tại bản Phảng Củ và bản Háng Chua, với tổng vốn đầu tư trên 17 tỷ đồng.
[Bằng chứng]: Công trình đưa điện lưới quốc gia đến 194 hộ dân tại bản Phảng Củ và bản Háng Chua, xã Sáng Nhè, tỉnh Điện Biên.",https://tuoitre.vn/gelex-cung-chung-tay-dua-dien-luoi-quoc-gia-toi-194-ho-dan-vung-cao-20260207105056393.htm,"Dự án đã hoàn thành sau 18 ngày thi công và được khánh thành vào ngày 6/2, thể hiện trách nhiệm xã hội của GELEX.
[Bằng chứng]: Công trình hoàn thành sau 18 ngày thi công và được khánh thành ngày 6/2.",https://chinhsachcuocsong.vnanet.vn/mang-dien-luoi-quoc-gia-den-voi-dong-bao-vung-cao-sang-nhe-dien-bien/80801.html,,,GIẢ
